the_geom,COLLECTOR,DATE_,SECTION_,PATROL,ROUTE,ROAD_TYPE,REF_PT,COMMENTS,DATAFILE
POINT (-108.74313054895953 39.15693638718915),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,19.23999977,,s2p0500-11-03.cor
POINT (-108.80762822640557 39.17798672071779),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,15.30000019,,s2p0500-11-03.cor
POINT (-108.82079178392814 39.179010767801834),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,14.60000038,,s2p0500-11-03.cor
POINT (-108.86366705527148 39.21115829475595),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,11.39999962,,s2p0500-11-03.cor
POINT (-108.8743580863611 39.21730656487006),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,10.69999981,,s2p0500-11-03.cor
POINT (-109.01323444921024 39.1919542046441),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,2.20000005,,s2p0500-11-03.cor
POINT (-109.02572311919843 39.19024292593657),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,1.5,,s2p0500-11-03.cor
POINT (-109.0257615816079 39.18910140078932),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,1.5,,s2p0500-11-03.cor
POINT (-109.01202711381458 39.19055589838823),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,2.20000005,,s2p0500-11-03.cor
POINT (-108.87360391507278 39.216128635779604),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,10.69999981,,s2p0500-11-03.cor
POINT (-108.863723076344 39.20976844595288),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,11.39999962,,s2p0500-11-03.cor
POINT (-108.8189986538361 39.17835350534001),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,14.69999981,,s2p0500-11-03.cor
POINT (-108.80741056416628 39.17751604917275),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,15.30000019,,s2p0500-11-03.cor
POINT (-108.74302651310629 39.156546155260294),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,19.14999962,,s2p0500-11-03.cor
POINT (-108.73761679107851 39.15472927554694),"Shrader, Buck",11/03/2000 12:00:00 AM,2,5,070A,Ramp,19.54000092,,s2p0500-11-03.cor
POINT (-107.16215084159784 39.408875181801115),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,15,,s2p1600-11-01.cor
POINT (-107.14377423164754 39.40644235618406),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,16,MM MISSING,s2p1600-11-01.cor
POINT (-107.12528019800914 39.404020694243314),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,17,MM MISSING,s2p1600-11-01.cor
POINT (-107.10887007684607 39.399153948598055),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,18,,s2p1600-11-01.cor
POINT (-107.09089912175116 39.39399029092121),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,19,,s2p1600-11-01.cor
POINT (-107.07992929471224 39.38283772464925),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,20,,s2p1600-11-01.cor
POINT (-107.07080276525768 39.37076888710938),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,21,,s2p1600-11-01.cor
POINT (-107.070804456771 39.37077032560991),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,21,,s2p1600-11-01.cor
POINT (-107.05460963963235 39.36530900555835),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,22,,s2p1600-11-01.cor
POINT (-107.03633167690283 39.364567426925255),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,23,,s2p1600-11-01.cor
POINT (-107.02666910810167 39.35866942823434),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,23.79999924,,s2p1600-11-01.cor
POINT (-107.02262780144382 39.355710073542134),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,24,,s2p1600-11-01.cor
POINT (-107.02285342919983 39.3555446536067),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,24,MMMISSING,s2p1600-11-01.cor
POINT (-107.00994531867721 39.34523142477673),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,25,,s2p1600-11-01.cor
POINT (-106.99526157239788 39.337242940704314),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,26,,s2p1600-11-01.cor
POINT (-106.98201814496811 39.3303927975208),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,26.85000038,,s2p1600-11-01.cor
POINT (-106.97997009950686 39.33049919431568),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,27,,s2p1600-11-01.cor
POINT (-106.96168634124719 39.328121294595086),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,28,,s2p1600-11-01.cor
POINT (-106.94588132624872 39.32123413766977),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,29,,s2p1600-11-01.cor
POINT (-106.93617804336671 39.30915759149789),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,30,,s2p1600-11-01.cor
POINT (-106.93266113735112 39.303563462898374),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,30.45000076,,s2p1600-11-01.cor
POINT (-106.92626980124786 39.29815321892599),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,31,,s2p1600-11-01.cor
POINT (-106.9126118844216 39.29106308012553),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,32,,s2p1600-11-01.cor
POINT (-106.89862105032577 39.27986110894286),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,33,,s2p1600-11-01.cor
POINT (-106.8902613334988 39.26725899931977),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,34,,s2p1600-11-01.cor
POINT (-106.88586217276222 39.254786676438336),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,35,,s2p1600-11-01.cor
POINT (-106.87806447323251 39.240561529157425),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,36,,s2p1600-11-01.cor
POINT (-106.86812201155678 39.2284125809033),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,37,,s2p1600-11-01.cor
POINT (-106.86161969338622 39.215371848174144),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,38,,s2p1600-11-01.cor
POINT (-106.85386016340144 39.203101523341175),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,39,,s2p1600-11-01.cor
POINT (-106.83566025709325 39.195539237922794),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,40,MM MISSING,s2p1600-11-01.cor
POINT (-106.86633560138063 39.22445359084971),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,37.29999924,,s2p1600-11-01.cor
POINT (-106.86598122609877 39.22453672177255),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,37.29999924,,s2p1600-11-01.cor
POINT (-106.8677752916532 39.22850897406409),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,37,,s2p1600-11-01.cor
POINT (-106.87782504738404 39.240670123611444),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,36,,s2p1600-11-01.cor
POINT (-106.8853825506822 39.25489334614526),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,35,,s2p1600-11-01.cor
POINT (-106.88977317754473 39.26735421079779),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,34,,s2p1600-11-01.cor
POINT (-106.89825915884182 39.28011648724531),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,33,,s2p1600-11-01.cor
POINT (-106.91244977386833 39.291255969507965),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,32,,s2p1600-11-01.cor
POINT (-106.92614536469696 39.29837611824722),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,31,,s2p1600-11-01.cor
POINT (-106.9325026009109 39.303613847253956),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,30.45000076,,s2p1600-11-01.cor
POINT (-106.98202313559403 39.33052474231086),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,26.85000038,,s2p1600-11-01.cor
POINT (-106.99501767046618 39.337322616899726),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,26,,s2p1600-11-01.cor
POINT (-107.00977421259861 39.3454051766552),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,25,MM MISSING,s2p1600-11-01.cor
POINT (-107.02644915626114 39.3588369582069),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,23.79999924,,s2p1600-11-01.cor
POINT (-107.03619562120402 39.3648166709531),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,23,,s2p1600-11-01.cor
POINT (-107.0546738640517 39.365520145268086),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,22,,s2p1600-11-01.cor
POINT (-107.07057117183606 39.37095921203566),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,21,,s2p1600-11-01.cor
POINT (-107.07056365672709 39.37096257019598),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,21,,s2p1600-11-01.cor
POINT (-107.07957304865832 39.382892088435064),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,20,,s2p1600-11-01.cor
POINT (-107.09073950601878 39.39420957868307),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,19,,s2p1600-11-01.cor
POINT (-107.10873595131986 39.39945648664987),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,18,MM MISSING,s2p1600-11-01.cor
POINT (-107.12525963240726 39.40431140095134),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,17,,s2p1600-11-01.cor
POINT (-107.14366031566774 39.40671546208539),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,16,,s2p1600-11-01.cor
POINT (-107.16212194553674 39.409161968037154),"Shrader, Buck",11/01/2000 12:00:00 AM,2,16,082A,Main_Hwy,15,,s2p1600-11-01.cor
POINT (-108.31596865857392 39.14331767044571),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,45.47999954,,s2p0100-11-13.cor
POINT (-108.31637099125359 39.14024799708758),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,45.20000076,,s2p0100-11-13.cor
POINT (-108.32423714656066 39.127511254963494),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,44.09999847,,s2p0100-11-13.cor
POINT (-108.3223902893631 39.12421090174638),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,43.79999924,,s2p0100-11-13.cor
POINT (-108.32200504776854 39.124370085296675),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,43.79999924,,s2p0100-11-13.cor
POINT (-108.32437048251965 39.12803416734648),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,44.09999847,,s2p0100-11-13.cor
POINT (-108.31628792165475 39.13987778049861),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,45.20000076,,s2p0100-11-13.cor
POINT (-108.31494682116715 39.143250886035474),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,45.58000183,,s2p0100-11-13.cor
POINT (-108.3539793250251 39.116931679067264),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,41.79999924,,s2p0100-11-13.cor
POINT (-108.3628945479142 39.11916672454198),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,41.40000153,,s2p0100-11-13.cor
POINT (-108.36563088182001 39.11968526579805),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,41.20000076,,s2p0100-11-13.cor
POINT (-108.3538276210008 39.116605393632454),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,41.70000076,,s2p0100-11-13.cor
POINT (-108.41673008684342 39.11108867512755),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,38.40000153,,s2p0100-11-13.cor
POINT (-108.4216513758722 39.1098693950515),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,38.09999847,,s2p0100-11-13.cor
POINT (-108.4150979500029 39.11113007949111),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,38.5,,s2p0100-11-13.cor
POINT (-108.41014899127224 39.112360802156914),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,38.79999924,,s2p0100-11-13.cor
POINT (-108.44055502096396 39.10718935200731),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,37.09999847,,s2p0100-11-13.cor
POINT (-108.44802192049494 39.10017717781692),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,36.75,,s2p0100-11-13.cor
POINT (-108.44773470890708 39.10009862945727),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,36.75,,s2p0100-11-13.cor
POINT (-108.4515906856142 39.10261563504631),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,36.5,,s2p0100-11-13.cor
POINT (-108.45149958597638 39.10228177510714),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,36.5,,s2p0100-11-13.cor
POINT (-108.44722711768237 39.1021235124506),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,36.70000076,,s2p0100-11-13.cor
POINT (-108.44271655162325 39.106028671747),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,36.90000153,,s2p0100-11-13.cor
POINT (-108.5370972239945 39.108461116386735),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,31.70000076,,s2p0100-11-13.cor
POINT (-108.54336770883029 39.11520046166112),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,31.20000076,,s2p0100-11-13.cor
POINT (-108.54192749743886 39.11395003008744),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,31.20000076,,s2p0100-11-13.cor
POINT (-108.53631751064253 39.1068006723707),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,31.70000076,,s2p0100-11-13.cor
POINT (-108.60409095179358 39.114035341364534),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,27.79999924,,s2p0100-11-13.cor
POINT (-108.6139065148288 39.11407335031175),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,27.39999962,,s2p0100-11-13.cor
POINT (-108.61247572409104 39.11379785506737),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,27.29999924,,s2p0100-11-13.cor
POINT (-108.60231275539964 39.11375361210341),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,27.89999962,,s2p0100-11-13.cor
POINT (-108.6384434436246 39.11391003032531),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,25.89999962,,s2p0100-11-13.cor
POINT (-108.65041293780716 39.11001466568784),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,25.39999962,,s2p0100-11-13.cor
POINT (-108.64875115383369 39.11029260949937),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,25.29999924,,s2p0100-11-13.cor
POINT (-108.64481451837783 39.11120782451535),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,25.5,,s2p0100-11-13.cor
POINT (-108.64226061427526 39.10913082859211),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,25.54999924,,s2p0100-11-13.cor
POINT (-108.63826563376368 39.113634140646234),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,25.89999962,,s2p0100-11-13.cor
POINT (-108.73221948337299 39.153780837598845),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,19.85000038,,s2p0100-11-13.cor
POINT (-108.73686327816777 39.15603075844782),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,19.54000092,,s2p0100-11-13.cor
POINT (-108.7376035108775 39.15472146962686),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,19.54000092,,s2p0100-11-13.cor
POINT (-108.73159995698836 39.1530813949281),"Shrader, Buck",11/13/2000 12:00:00 AM,2,1,070A,Ramp,19.85000038,,s2p0100-11-13.cor
POINT (-108.15314125279653 39.18894718884805),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,52,,s2p0700-11-13.cor
POINT (-108.17085334707367 39.19125501541919),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,53,,s2p0700-11-13.cor
POINT (-108.1840259799119 39.196123853102755),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,54,,s2p0700-11-13.cor
POINT (-108.1988389132646 39.199180510614845),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,55,,s2p0700-11-13.cor
POINT (-108.2149256109838 39.194888163532816),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,56,,s2p0700-11-13.cor
POINT (-108.2307611495273 39.19256278587142),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,57,,s2p0700-11-13.cor
POINT (-108.24316079507088 39.19175544148474),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,58,,s2p0700-11-13.cor
POINT (-108.25465963190469 39.19055611790498),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,59,,s2p0700-11-13.cor
POINT (-108.26605028978207 39.18418516052826),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,60,,s2p0700-11-13.cor
POINT (-108.27291129906546 39.18222964731226),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,60.40000153,,s2p0700-11-13.cor
POINT (-108.27801627921525 39.180743056439255),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,61,MM MISSING,s2p0700-11-13.cor
POINT (-108.27997192462571 39.183606022258),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,61.49000168,,s2p0700-11-13.cor
POINT (-108.27878558369612 39.179125492140884),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,61,MM MISSING,s2p0700-11-13.cor
POINT (-108.28129501864106 39.18263551995069),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,61.49000168,,s2p0700-11-13.cor
POINT (-108.08469896034791 39.049505828483596),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,36,,s2p0700-11-13.cor
POINT (-108.0982522174839 39.057586479174155),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,37,,s2p0700-11-13.cor
POINT (-108.09673856983002 39.068801222078555),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,38,,s2p0700-11-13.cor
POINT (-108.0958639542825 39.07291208240365),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,39,,s2p0700-11-13.cor
POINT (-108.11000957524254 39.06804153910792),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,40,,s2p0700-11-13.cor
POINT (-108.12763693985586 39.0693335434897),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,41,,s2p0700-11-13.cor
POINT (-108.14173484295338 39.07349257394643),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,42,,s2p0700-11-13.cor
POINT (-108.12707917970268 39.08253480259487),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,43,,s2p0700-11-13.cor
POINT (-108.12445250233951 39.09686475913681),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,44,,s2p0700-11-13.cor
POINT (-108.13572209367949 39.1028505904469),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,45,,s2p0700-11-13.cor
POINT (-108.13932613136089 39.11514209556237),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,46,,s2p0700-11-13.cor
POINT (-108.13692491856776 39.12899083444692),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,47,,s2p0700-11-13.cor
POINT (-108.13877123621889 39.14357572894911),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,48,,s2p0700-11-13.cor
POINT (-108.13872330530657 39.1579974469616),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,49,,s2p0700-11-13.cor
POINT (-108.13821179887351 39.17242467584174),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,50,,s2p0700-11-13.cor
POINT (-108.14078697849034 39.18615662713184),"Shrader, Buck",11/13/2000 12:00:00 AM,2,7,065A,Main_Hwy,51,,s2p0700-11-13.cor
POINT (-107.45606973202564 39.57141949176467),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,108.72000122,,s2p1000-11-09.cor
POINT (-107.46816677078908 39.57351783021807),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,108,,s2p1000-11-09.cor
POINT (-107.4856129854359 39.56931380698584),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,107,,s2p1000-11-09.cor
POINT (-107.50282827260685 39.566174963843494),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,106,,s2p1000-11-09.cor
POINT (-107.51097457959217 39.566155036251686),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Ramp,105.59999847,,s2p1000-11-09.cor
POINT (-107.5210197173805 39.56784610241465),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,105,,s2p1000-11-09.cor
POINT (-107.52162127740716 39.56816650352412),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Ramp,104.94999695,,s2p1000-11-09.cor
POINT (-107.5388252039872 39.56974536776485),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,104,,s2p1000-11-09.cor
POINT (-107.55389274687047 39.561957313620226),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,103,MM MISSING,s2p1000-11-09.cor
POINT (-107.57002114616816 39.555842911558784),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,102,,s2p1000-11-09.cor
POINT (-107.58824941205506 39.55261087580221),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,101,MM MISSING,s2p1000-11-09.cor
POINT (-107.6065241077279 39.549373296975666),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,100,MM MISSING,s2p1000-11-09.cor
POINT (-107.62477605474646 39.54611815315369),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,99,,s2p1000-11-09.cor
POINT (-107.64322960765399 39.54413434814903),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,98,,s2p1000-11-09.cor
POINT (-107.64913052627304 39.544478256760925),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Ramp,97.69999695,,s2p1000-11-09.cor
POINT (-107.65916993316968 39.545502205690994),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Ramp,97.15000153,,s2p1000-11-09.cor
POINT (-107.66170697270731 39.54576084625817),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,97,,s2p1000-11-09.cor
POINT (-107.67899507802565 39.540172906067184),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,96,,s2p1000-11-09.cor
POINT (-107.69489521172775 39.532774335030204),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,95,,s2p1000-11-09.cor
POINT (-107.70548823222624 39.532178936504835),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Ramp,94.44999695,,s2p1000-11-09.cor
POINT (-107.71274108764514 39.53222538203324),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,94,,s2p1000-11-09.cor
POINT (-107.72321816961187 39.53100484896916),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Ramp,93.44999695,,s2p1000-11-09.cor
POINT (-107.731515355737 39.530309073963295),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,93,MM MISSING,s2p1000-11-09.cor
POINT (-107.74921344699551 39.52661248565855),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,92,,s2p1000-11-09.cor
POINT (-107.76841552818195 39.526460359883615),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,91,,s2p1000-11-09.cor
POINT (-107.7714695520966 39.5259867075341),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Ramp,90.84999847,,s2p1000-11-09.cor
POINT (-107.78457241330776 39.522198148670476),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Ramp,90.05000305,,s2p1000-11-09.cor
POINT (-107.78518102555105 39.52202361059589),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,90,,s2p1000-11-09.cor
POINT (-107.79328169554051 39.52036175075908),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,89.62999725,,s2p1000-11-09.cor
POINT (-107.79322057450645 39.51990743559261),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,89.62999725,,s2p1000-11-09.cor
POINT (-107.78496735174056 39.52160056953061),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,90,,s2p1000-11-09.cor
POINT (-107.78327317959128 39.522088232082766),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Ramp,90.09999847,,s2p1000-11-09.cor
POINT (-107.77019959818394 39.525778337918425),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Ramp,90.80000305,,s2p1000-11-09.cor
POINT (-107.76832987272972 39.526005064445606),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,91,,s2p1000-11-09.cor
POINT (-107.74895156034677 39.52619882199026),"Shrader, Buck",11/09/2000 12:00:00 AM,2,10,070A,Main_Hwy,92,,s2p1000-11-09.cor
